	pyrE2_A	pyrE2_B	pyrE2_C	trmB1_A	trmB1_B	trmB1_C	trmB4_A	trmB4_B	trmB4_C
HVO_RS04285	2905.66670412569	2749.72850942717	2535.7471936348	1013.53928469076	867.494060305115	897.902389334183	801.993258046792	947.294747546113	763.458151429836
HVO_RS04295	569536.667915363	666243.151589723	633490.392753229	210090.977051051	185540.593500347	189113.020387913	187134.319345026	255994.651867227	178673.031660584
HVO_RS04330	2310.0671891221	2062.75805576236	1435.0209198705	5828.77903649996	5760.16056042597	6292.83055286509	4903.49780674706	4803.49459104164	5274.90022073012
HVO_RS04340	12789.0021096407	13892.6847390333	6316.94578221402	41574.9111955873	40783.7874218112	43831.9128718072	28755.4151160209	30402.4596221426	34244.0761198784
HVO_RS04350	12620.6068008447	11906.5645161395	14051.5862373967	4315.27653933659	3779.38245606262	4140.11896672079	9755.6160748711	17300.3829554488	12970.1252193974
HVO_RS04360	39114.0486048565	38805.5205056064	43264.6577049024	13058.4450940865	11443.2105377137	12807.3190177415	19422.0561689137	33028.276636196	25553.648225943
HVO_RS04520	32175.9358484864	30776.0916547069	43737.5623262234	11871.6512308162	12290.463069945	10642.0843857209	8588.06035236852	11523.5855245314	10364.6212302624
HVO_RS04870	16624.7986066468	16445.7402556774	15667.0039632452	6336.16744519741	5630.0364513802	6203.91692714302	8305.7681746466	7551.34957679578	8217.19213198524
HVO_RS05170	11007.8544139184	7611.15248596648	8732.42843853013	2491.15333343406	2797.18640333938	2596.02741016703	5803.52558676423	5944.84971981684	5427.59185101608
HVO_RS05200	169860.008931651	173875.545873147	142981.285389	44424.949013222	39334.1084588124	44295.2655692321	44709.647712585	48850.1995738273	42558.7309945994
HVO_RS05205	13719.1319025211	13235.2614016552	11358.8836306511	3312.8750489831	3159.60614408908	3093.19233145806	3696.37393381066	4218.31251362403	3490.24910930264
HVO_RS05455	4066.3511479752	2987.95213448836	4168.49116638518	992.501228720375	929.182526815701	990.572928819162	1459.88758018532	2018.62808927989	1688.27128805548
HVO_RS05725	1315.51771435329	1047.07593340847	1500.24914350097	402.198128845538	450.133029069432	442.0635194351	859.27849076442	873.271715530894	825.184555162461
HVO_RS05810	19834.4810024916	21344.0981275751	18451.4337594712	344086.068124527	405209.367215387	465675.722434955	140466.343470671	103025.055896533	158618.447963663
HVO_RS05820	29171.9443667415	27104.8624560895	34239.7214510294	10191.0818185939	9428.69655322738	8664.69544184549	16448.5391922822	16817.232624863	16303.3510209591
HVO_RS06715	137662.599855869	138850.209557465	138651.762045527	47260.136438407	51680.4767015326	47473.6146126493	30750.358581177	42496.2225554398	47049.5975959888
HVO_RS06900	43998.6427298006	39715.9410261891	41993.7265351023	14326.9161158302	15304.5229883607	14767.1756973901	23150.3208508352	25534.9451115202	20307.9868280336
HVO_RS06920	2593.73982340275	1709.11600770641	2174.95358167872	590.303099874836	724.839481499385	612.376943353439	848.648241394138	1377.42858222914	1088.33396054892
HVO_RS06975	527.789323542085	497.684239953407	372.004712892565	3858.62697150889	4834.83356276718	6001.04358394617	1027.59077246054	909.282920295055	1612.46693259436
HVO_RS07300	11989.9720202526	10420.8985753509	13406.4383380515	1466.47625440604	1522.93401698009	1168.40018026331	2172.70485740364	2925.91038708805	3072.24223490276
HVO_RS07305	321967.309738679	271127.109088532	326325.591722341	66714.1505474896	64735.2984268354	58973.5276409001	75904.7050590855	98683.7050999648	103815.147723365
HVO_RS07320	5334.40172830544	5459.75308134415	3940.19238367851	21921.6543211381	22532.6762752808	21721.2230725264	7907.7243926705	7059.19644501892	7790.52190267552
HVO_RS07360	174.046158084542	175.436002952036	188.550333931848	1809.27281345285	2326.81184619616	3066.89393511773	484.266915757268	427.132900952682	870.667168439132
HVO_RS07365	1265.79024061485	1223.43528374446	1155.76258745252	5700.07563526939	6885.01119195493	9066.68521447627	2393.57781654171	2003.62342062816	3060.33012190173
HVO_RS07370	1054.44847722648	1000.90856421056	1051.80510604144	2918.1021163624	3631.90846581075	4282.88168971117	1595.71854436114	1323.4117750829	1699.10048169278
HVO_RS07570	23328.9662024747	20994.149469055	22931.7973700896	6186.42598799645	6119.68865430798	6011.06202064725	5231.85439840687	7157.22694687692	6361.06834255157
HVO_RS07575	7595.87161354679	7070.07091896705	7251.54392391945	2243.64679260603	2223.67644124878	2274.18513114488	2271.92051819294	2646.8235501658	2330.44247074753
HVO_RS07655	511.966945534399	607.562578644419	472.904621320959	1485.03924496814	1758.1212955517	1858.42000805011	952.588457459113	908.282609051606	1064.50973454685
HVO_RS07660	13.562038292302	24.9303793668683	18.3454378960717	153.454055313375	185.065399531758	224.162521186637	67.9154820879095	58.0180521200365	90.9652265533422
HVO_RS07665	171.785818369158	164.355834344539	158.993795099288	787.070799833115	988.943228747832	1153.37252521169	353.160506857129	312.097107956058	453.743213402981
HVO_RS07670	187.608196376844	174.512655568078	121.283728312918	495.013081656047	527.243612207665	721.32744247767	281.111038902999	262.081545783613	268.564002205105
HVO_RS07675	91.5437584730382	101.568212235389	93.7655714688109	514.813604922289	633.270664022734	772.671930570699	221.463528547531	239.074387184288	311.880776754316
HVO_RS07680	724.438878780463	631.569610627329	662.474146247033	1820.41060779011	2195.72385486117	2389.39715320728	836.836853204937	859.26735812261	1064.50973454685
HVO_RS07850	41307.7082986364	41486.9213086207	34899.1380242937	13680.924044269	12591.1943441841	12399.0677221726	12534.2451463808	13096.0747992331	13282.0059961517
HVO_RS08205	12970.9594567291	16670.1136699792	14698.7725187303	142803.848861545	152728.112610451	128770.723832728	145807.453209828	148294.141218813	135504.617064204
HVO_RS08295	75.7213804653526	78.4845276364371	76.4393245669654	241.318877307323	257.356571223851	299.300796444728	124.019575986617	122.037971700766	124.53572682898
HVO_RS08400	1482.78285329168	2562.28899048368	3966.69134952839	232.656148378342	276.634217008409	241.694785413525	324.222605793585	852.265179418467	854.423377983178
HVO_RS08850	55955.8398241802	51008.4795319964	49478.6651966996	20768.2738408795	19107.0386193648	19801.4401396822	26289.787831525	26256.1695180469	25113.9829642686
HVO_RS08870	81880.8061897731	92795.4887404035	101516.518979901	12527.5435640104	10686.5629406698	10913.8344812377	16319.2044916105	25098.8094093765	28263.1124739962
HVO_RS09095	4183.88881317515	4621.35365671021	5275.33258611484	1376.13636700381	1346.54355805138	1264.82763351119	1083.10429694979	1329.4136425436	1448.94610867109
HVO_RS09170	62917.6861475618	58953.8837709557	45893.1512790118	20825.2003452699	18703.1719401783	18531.6032878204	20382.9125981053	24324.568506947	22577.7858144123
HVO_RS09180	1032.97524993033	971.361447923904	810.256840409833	319.283437668151	277.598099297637	295.543882681823	313.001787013844	384.11951748438	340.036680211303
HVO_RS09325	34556.0735687854	32231.2871318248	33912.5611418828	12825.7889457082	12237.4495440375	12434.1322506264	10956.2436843034	13236.1183733159	13116.319333501
HVO_RS09640	1713.33750426081	1990.73695981363	1726.50954421919	4815.2397518092	5488.3457548637	6669.77423374318	5297.9981722664	4439.38129842624	3272.58231719286
HVO_RS09960	18578.862290596	17627.6249071438	19719.3073562886	5325.10322591493	5284.00270954738	5075.59049368402	8016.38916401116	9700.01812772403	8389.37631081835
HVO_RS10110	2333.80075613363	2330.5287971102	2126.03241395586	5979.75802640505	6725.97061423233	8287.7517609674	3065.64580450729	2928.91132081839	3694.92086904766
HVO_RS10110	2333.80075613363	2330.5287971102	2126.03241395586	5979.75802640505	6725.97061423233	8287.7517609674	3065.64580450729	2928.91132081839	3694.92086904766
HVO_RS10475	2090.81423672989	2102.46199327256	2097.49506611753	5012.00745176748	6240.17394046146	7190.73294219927	2684.13796599607	2501.77841986571	3365.71338247366
HVO_RS10480	406.861148769059	442.283396915922	460.674329390245	2359.97486679521	3077.6761495047	3825.79051522445	791.95357808597	683.212579275602	1365.56131766386
HVO_RS10485	1642.13680322623	1551.22360504958	1679.62675848479	9392.8732244235	12436.0092956184	15179.1839067219	2713.07586705962	2870.89326869836	4690.12376431577
HVO_RS10490	146.922081499938	149.58227620121	193.646288902979	1119.96709724681	1675.2274186781	1799.56169243127	259.850540162436	295.091816817427	494.894149224731
HVO_RS10495	1298.56516648791	1194.81151484176	1652.10860164068	4899.39197569073	6654.64332482946	8270.21949674051	1322.87547719058	1682.52351148106	2501.54373021691
HVO_RS10500	965.165058468823	1040.61250172076	1106.84141972966	2971.31602264042	3893.12056619151	4528.3333888876	1267.36195270134	1310.40772891807	1766.24148224406
HVO_RS10515	754.953464938142	611.255968180251	877.523446028763	21718.6989576591	31415.8154528051	35656.8685237269	4625.33961489137	5111.5904540239	10477.2448440903
HVO_RS10520	542.481531692078	566.011946366305	767.450818652332	31763.7519171644	45794.0475612178	52946.1856606136	6164.36349594434	6850.1313951381	14630.2406039959
HVO_RS10530	544.741871407462	556.778472526724	523.86417103227	3982.3802419229	5664.7362137924	7223.29286147778	1178.77654128232	1438.44756807953	2395.41763257134
HVO_RS10535	175.176327942234	100.644864851431	119.245346324466	565.552445792034	786.527948009971	963.022227891195	220.872959138071	235.073142210493	361.695067485908
HVO_RS10540	42.9464545922895	60.0175799572754	71.3433695958344	441.799175378022	587.004314139795	807.736459024474	121.066728939317	151.046997760785	232.827663202007
HVO_RS10545	74.5912106076608	64.6343168770659	74.400942578513	669.505192939804	824.11935728986	1080.73885912887	161.816018192063	184.057268794599	346.534196393684
HVO_RS10550	904.135886153464	860.559761848934	838.794188248167	3335.15063765762	4228.55160284282	5094.37506249855	1292.16586789866	1279.39808037115	1826.88496661296
HVO_RS10555	591.078835572827	512.457798096736	551.382327876377	2282.01030643438	2946.58815816971	3890.91035378146	794.906425133271	909.282920295055	1383.97094684728
HVO_RS10560	747.0422759343	630.646263243371	732.798324848642	2236.22159638119	2717.18417333347	3361.18551321192	980.345219703737	1000.31124344891	1413.20976966799
HVO_RS10570	391.038770761373	318.554847465539	374.043094881017	1893.42503733438	2384.64478354984	2763.8362249101	533.284176742454	569.177097522427	883.662200803895
HVO_RS10575	574.12628770745	506.917713792988	410.733970673161	1832.78593483152	2254.52067450407	2940.41117176661	615.373324657406	676.21040057146	972.461588629777
HVO_RS10580	2888.71415626032	3332.36070870472	3194.14457590493	7952.3851568044	9373.75526274139	11873.099795366	3059.14954100323	3150.98041686405	4164.9078729066
HVO_RS10580	2888.71415626032	3332.36070870472	3194.14457590493	7952.3851568044	9373.75526274139	11873.099795366	3059.14954100323	3150.98041686405	4164.9078729066
HVO_RS10585	680.362254330482	592.78902050109	555.459091853282	2958.94069559902	3758.17704569961	4609.73318708386	818.529201511674	927.288522677135	1363.3954789364
HVO_RS10590	867.970450707325	1019.37551188972	909.118366849775	5139.47332029391	6240.17394046146	7232.05899359122	2053.40983669271	1697.52818013279	2453.89527821278
HVO_RS10640	3197.25052741019	2401.62654567498	3703.74007301803	982.600967087254	982.196052723236	1025.63745727294	1478.19523187859	2136.66481600686	1954.66945153313
HVO_RS10645	1946.15249494533	1925.1792955526	1525.72891835663	363.834615017195	293.984098214511	354.402198300661	373.239866778772	494.153754263759	321.627051027888
HVO_RS11600	844.236883695797	701.744011808144	921.34865878049	4112.32117585761	3562.50894098634	3835.80895192553	2806.97640316377	3504.09028580151	4410.73056847336
HVO_RS11605	201.170234669146	193.902950631198	201.799816856789	1546.91588017515	1494.01754830325	1606.7067859355	1176.41426364448	1641.51075049965	1871.2846605259
HVO_RS11610	550.392720695921	611.255968180251	481.058149274769	4098.70831611207	4028.06408668342	4232.78950620577	3014.26626588426	3918.21914058936	4801.66445877999
HVO_RS11760	1958.58436337994	1722.96621846578	887.715355971025	6432.69499612034	6291.25970179054	6918.98284668251	4643.05669717517	4607.43358732566	5292.2269305498
HVO_RS11765	2496.54521564125	2373.00277677228	1384.06137015919	8550.11345290408	8688.43495510035	9580.13009540656	6075.18751511587	5943.8494085734	7939.9647748703
HVO_RS11865	1388.97875510326	1403.48802361629	1192.45346324466	4356.11511857322	5320.63023653804	6160.0862665758	2192.19364791583	1818.56584059011	2423.57353602833
HVO_RS11865	1388.97875510326	1403.48802361629	1192.45346324466	4356.11511857322	5320.63023653804	6160.0862665758	2192.19364791583	1818.56584059011	2423.57353602833
HVO_RS12205	28358.2220692034	23851.9096224052	24906.9895169	7995.6988014493	7087.42647269279	6554.56221168077	12735.0387455972	12208.7987262939	11704.1924831967
HVO_RS12415	14977.0109541321	15113.3499806259	10920.6315031338	39989.6318015838	43559.7684147875	42893.9367356687	32412.8114688072	26868.3599990376	31099.2782876057
HVO_RS12425	24174.3332560282	27279.3751116576	29645.2084490576	8902.81027358401	8204.56604590794	7078.02552931214	16235.3436354671	17826.5466695029	14419.0713280685
HVO_RS12685	3743.12256867534	2995.33891356002	3324.60102316588	1111.30436831783	1151.83933562735	1184.68013990256	1316.96978309598	1918.596964935	1637.37407796016
HVO_RS12755	27408.8793887423	24516.719738855	27614.979988559	5863.42995221588	5277.25553352279	5927.15761327572	10221.5753389351	11276.5086473995	9849.15161312675
HVO_RS12800	17785.4830504963	17134.5574041102	15329.6517441564	5367.17933785569	4513.86076045428	5139.4580276534	6398.22898209053	6560.04113453792	6555.99382802302
HVO_RS12895	5978.59854718978	6074.70243906023	3901.46312589791	16193.1154336734	16877.5788843806	16437.750017295	12749.8029808337	13631.2413144782	15354.7136583314
HVO_RS12940	753.82329508045	711.900833031683	703.241786016082	6284.19107162352	8638.31307606049	9447.38580911726	1905.76748432769	1777.5530796087	3303.98697874104
HVO_RS13130	6480.39396400495	11363.6362543721	6362.8093769542	2510.9538567003	2417.41678138359	2242.87751645401	3226.87125328989	3317.03208327657	3296.40654319492
HVO_RS13150	128607.678956042	133002.650574858	113993.455131218	45952.0643701309	40028.1037070565	44589.5571473263	50087.3727551285	53016.495902792	52027.7779110568
HVO_RS13640	39425.9754855795	35448.2294175348	51799.3630905527	10171.2812953276	10824.3981080294	9714.12668628349	8681.96088847267	17887.5656553533	12166.5990515095
HVO_RS13670	32340.9406477094	35752.010706857	30240.4159896857	13720.5250908015	12213.3524868068	12406.5815496984	19223.0342779257	19402.036877935	18054.431632111
HVO_RS13825	922.218603876533	1045.22923864055	859.178008132691	5226.10060958372	6451.26416180237	7671.61790385105	1815.41036468029	1553.48336107615	2422.4906166646
HVO_RS14010	8247.97962143497	8575.12715481872	11038.857658464	2828.99976166431	2793.33087418247	2712.49173681707	3993.43034676908	4310.34114802133	4359.83335837804
HVO_RS14260	12394.5728293063	13882.5279178098	7171.02783537558	37090.0926757835	34183.1215051785	39263.5057361153	31927.9539836404	26870.3606215245	30969.3279639581
HVO_RS14300	2136.02103103756	2289.90151221605	2047.55470740045	6224.7895018248	7711.05831382325	9079.20826035262	3241.04491911693	2737.85187331965	3547.64383558034
HVO_RS14305	72.3308708922771	70.1744011808144	77.4585155611916	249.981606236304	376.877975088111	543.500191033522	131.696978309598	145.045130300091	170.018340105651
HVO_RS14330	5596.60113528994	5430.20596505749	7729.54450021154	1765.95916880795	1465.10107962642	1512.78394186289	2737.87978225694	2204.68598056139	1980.65951626265
HVO_RS14625	125.448854203793	116.341770378719	97.8423354457157	22.2755886745221	24.0970572306977	23.793787165062	109.845910159575	78.0242769890146	45.4826132766711
HVO_RS14630	3625.58490347539	4092.27560570223	2179.03034565563	29678.5093106883	29241.297008307	32478.5194803097	10290.0813904325	10010.1146131932	11535.2570624548
HVO_RS14745	1844.43720775307	2017.51403394841	2412.42508333343	352.696820679934	426.035971838734	359.4114166512	344.301965715228	584.18176617416	402.846003307658
HVO_RS14770	3554.3842024408	3652.76225093818	1931.36693405866	10773.9597222439	10060.0394526717	10902.563739949	9689.47230101157	8676.6997256758	9557.84630428331
HVO_RS14900	7300.89728068922	8808.73404296012	10811.5780667516	2309.23602592546	2369.22266692219	2553.44905418745	1116.76675328902	1761.54809971352	1859.37254752486
HVO_RS14905	5239.46746025932	6247.3683998604	7492.07299855683	1179.36866704553	1333.04920600219	1202.21240412945	634.862115169588	996.30999847511	1143.56284809916
HVO_RS14910	6861.2612060471	7773.66162554311	9656.83467029329	1457.81352547706	1432.32908179267	1440.15027578007	694.509625525057	1121.34890390622	1287.59112347528
HVO_RS14915	10228.0372121111	10724.6798646731	12930.4761437479	1872.386981364	2102.22727280606	1812.08473830762	1190.58792947153	1804.56148318182	2001.23498417353
HVO_RS14920	62978.7153198772	72907.5094373303	72825.2733014393	14882.5682999891	14597.0333880674	15013.8797011541	9869.00540148744	12358.8454128112	13270.0938831507
HVO_RS14920	62978.7153198772	72907.5094373303	72825.2733014393	14882.5682999891	14597.0333880674	15013.8797011541	9869.00540148744	12358.8454128112	13270.0938831507
HVO_RS14925	4240.39730605975	5370.18838510021	6129.4146392764	1603.84238456559	1618.35836361365	1602.9498721726	884.082405961743	1392.43325088088	1341.7370916618
HVO_RS15025	18003.6058330308	19498.3267070429	16852.3230895303	5690.17537363626	5756.30503126905	4863.95101837373	5098.38571186889	5830.81423806367	5774.12604740977
HVO_RS15235	4981.78873270559	4226.16097637615	3463.21099838065	16180.740106632	19096.4359141833	16581.765044873	5437.37255289898	5963.85563344237	6511.59413411008
HVO_RS15370	969.68573789959	949.20111070891	755.220526721618	4448.93007138373	5142.31201303088	6861.37683565131	1593.94683613276	1493.46468646922	2145.26325954965
HVO_RS15370	969.68573789959	949.20111070891	755.220526721618	4448.93007138373	5142.31201303088	6861.37683565131	1593.94683613276	1493.46468646922	2145.26325954965
HVO_RS15455	5076.7230007517	4950.06532539929	4849.31075052828	1580.32926318693	1550.8866033677	1611.71600428604	1583.90715617194	1919.59727617845	1629.79364241405
HVO_RS15465	342801.991065228	309835.678118823	337527.519939881	110118.135079796	114497.649372805	111634.187855533	82333.0530810585	130315.547240306	109068.389556821
HVO_RS15740	392.168940619065	413.659628013221	355.697656984946	1018.48941550732	1169.18921683345	1391.31039686231	638.405531626349	551.171495140347	620.512795417441
HVO_RS16380	29338.0793358222	27879.5509112304	37196.3945252796	12304.7876772652	10666.321412596	10534.3861911843	12378.3348222833	16269.062063453	14590.1725875378
HVO_RS16515	9487.77595532291	8846.5912857024	10084.8948878683	26055.013552966	29853.3622619667	29589.4527966361	9047.52335292846	10248.188689134	10157.7836317899
HVO_RS16525	2419.69366531821	2102.46199327256	2900.61756956778	736.33195896337	771.105831382325	681.253695673355	776.598773440008	1233.3837631725	1043.93426663597
HVO_RS16535	3185.94882883327	3859.59206494479	2481.73007094081	887.310948868465	753.755950176223	742.616620467462	770.102509935947	550.171183896898	497.059987952191
HVO_RS16540	615.942572442047	659.270032146072	471.885430326733	176.967176692037	177.354341217935	157.79037804199	120.476159529857	125.038905431113	105.043178281836
HVO_RS16565	144.661741784554	144.042191897461	172.243278024229	516.051137626429	642.909486915013	807.736459024474	279.929900084079	232.072208480146	327.04164784654
HVO_RS16570	974.206417330357	929.81081564579	1001.86474732436	2554.2675013452	2899.35792599754	3430.06226553184	1440.9893590826	1276.3971466408	1523.66754476848
HVO_RS16570	974.206417330357	929.81081564579	1001.86474732436	2554.2675013452	2899.35792599754	3430.06226553184	1440.9893590826	1276.3971466408	1523.66754476848
HVO_RS16875	52982.362928593	42639.2588438004	53388.2818505513	18006.1008452387	18662.6888840307	17979.3369646735	18700.970919963	24134.5093706917	21466.710547225
HVO_RS17190	8392.64136321953	8571.43376528289	9789.3294995427	2679.25830446336	2885.86357394835	2467.04003764064	3113.48192667355	5678.76692905943	4175.7370665439
HVO_RS17285	83765.929512403	83663.583113058	84406.3405688316	22297.8642631967	18635.7001799323	18150.9026931794	30541.8875796376	38091.8521505343	29891.8231970465
HVO_RS17285	83765.929512403	83663.583113058	84406.3405688316	22297.8642631967	18635.7001799323	18150.9026931794	30541.8875796376	38091.8521505343	29891.8231970465
HVO_RS17290	50113.9918297711	50550.4992295532	47763.3667534169	13713.0998945767	10983.438685752	12065.9547018617	18020.634960265	22418.9755881769	17171.8523506708
HVO_RS17290	50113.9918297711	50550.4992295532	47763.3667534169	13713.0998945767	10983.438685752	12065.9547018617	18020.634960265	22418.9755881769	17171.8523506708
HVO_RS17490	14.6922081499938	11.080168607497	8.15352795380964	831.62197718216	1393.77379022355	1581.66069418281	162.406587601523	179.055712577354	308.632018663125
HVO_RS17595	41137.0526501249	41052.9480381604	34419.0990660132	12903.753506069	11292.8449005941	11424.7747529927	10378.6668018515	14092.3847977082	13196.455366417
HVO_RS17680	5225.90542196702	5410.81566999437	6067.2439886286	44809.8216842095	43681.2175832302	43721.7100680953	6832.29749804369	8176.54410395135	8145.71945397905
HVO_RS17995	62653.226400862	59927.0919136475	57080.8108226328	22910.442951746	22024.7103088577	20695.5856152534	36223.1652986436	36544.3706569189	31177.2484817943
HVO_RS18040	26481.0099355773	22308.9961438113	27594.5961686745	8437.49797682733	7901.90700709037	7646.57181209836	11050.1442204076	15721.8918132864	11635.9685632817
HVO_RS18650	12449.9511523332	11539.0722573242	11689.1015127803	4217.51145570952	3621.30576062924	3631.68330414105	4971.41328883497	6455.00845397578	5273.81730136639
HVO_RS18650	12449.9511523332	11539.0722573242	11689.1015127803	4217.51145570952	3621.30576062924	3631.68330414105	4971.41328883497	6455.00845397578	5273.81730136639
HVO_RS18805	210609.413320588	213603.490415327	181434.342410161	68881.070312439	61601.7171045555	60632.8312195162	59493.9623090087	73153.7615446619	73101.3887292477
HVO_RS18815	27414.5302380307	25237.8540457263	27910.5453768846	8172.66597814134	8612.28825425134	7259.60969451919	8880.98277946072	10628.3069616446	11840.6403230267
HVO_RS19135	12749.4461646215	12527.0539581593	13550.1442682374	4859.79092915824	4787.60333059501	4408.11214847465	7561.06014931743	5696.77253144151	6321.00032609355
HVO_RS19545	1757.4141287108	1865.16171559533	2407.3291283623	699.205977839167	694.95913053332	730.093574591114	1166.96515309312	1138.35419504485	1017.94420190645
HVO_RS19595	3523.86961628313	2949.17154436212	4434.50001587822	1178.13113434139	1157.62262936272	1214.7354500058	1429.1779708934	1241.38625312009	1355.81504339029
