HVO_RS00005	6137
HVO_RS00010	2659
HVO_RS00015	1612
HVO_RS00020	1833
HVO_RS00025	765
HVO_RS00030	2105
HVO_RS00035	11494
HVO_RS00040	213
HVO_RS00045	8147
HVO_RS00050	4522
HVO_RS00055	3183
HVO_RS00060	592
HVO_RS00065	13910
HVO_RS00070	4533
HVO_RS00075	3719
HVO_RS00080	5716
HVO_RS00085	914
HVO_RS00090	12437
HVO_RS00095	4499
HVO_RS00100	544
HVO_RS00105	365
HVO_RS00110	1571
HVO_RS00115	1057
HVO_RS00120	2760
HVO_RS00125	388
HVO_RS00130	217
HVO_RS00135	4617
HVO_RS00140	580
HVO_RS00145	1565
HVO_RS00150	387
HVO_RS00155	144
HVO_RS00160	12
HVO_RS00165	10
HVO_RS00170	100
HVO_RS00175	48
HVO_RS00180	534
HVO_RS00185	2642
HVO_RS00190	5838
HVO_RS00195	11920
HVO_RS00200	6559
HVO_RS00205	2154
HVO_RS00210	9985
HVO_RS00215	11163
HVO_RS00220	24569
HVO_RS00225	136274
HVO_RS00230	36687
HVO_RS00235	19899
HVO_RS00240	199377
HVO_RS00245	59230
HVO_RS00250	60935
HVO_RS00255	12888
HVO_RS00260	49191
HVO_RS00265	20692
HVO_RS00270	2791
HVO_RS00275	74432
HVO_RS00280	57448
HVO_RS00285	92145
HVO_RS00290	65652
HVO_RS00295	49002
HVO_RS00300	67835
HVO_RS00305	35006
HVO_RS00310	96457
HVO_RS00315	64272
HVO_RS00320	45287
HVO_RS00325	1903
HVO_RS00330	2840
HVO_RS00335	4236
HVO_RS00340	15813
HVO_RS00345	9377
HVO_RS00350	3272
HVO_RS00355	4752
HVO_RS00360	1852
HVO_RS00365	2464
HVO_RS00370	3111
HVO_RS00375	3221
HVO_RS00380	1552
HVO_RS00385	1501
HVO_RS00390	1221
HVO_RS00395	8431
HVO_RS00400	5463
HVO_RS00405	10033
HVO_RS00410	2437
HVO_RS00415	1733
HVO_RS00420	2686
HVO_RS00425	709
HVO_RS00430	582
HVO_RS00435	854
HVO_RS00440	146
HVO_RS00445	291
HVO_RS00450	1837
HVO_RS00455	384
HVO_RS00460	5453
HVO_RS00465	2321
HVO_RS00470	312
HVO_RS00475	89
HVO_RS00480	248
HVO_RS00485	2628
HVO_RS00490	4957
HVO_RS00495	580
HVO_RS00500	144
HVO_RS00505	1230
HVO_RS00510	127
HVO_RS00515	485
HVO_RS00520	106
HVO_RS00525	54
HVO_RS00530	859
HVO_RS00535	1160
HVO_RS00540	16682
HVO_RS00545	6163
HVO_RS00550	6363
