HVO_RS00005	4635
HVO_RS00010	1414
HVO_RS00015	855
HVO_RS00020	1083
HVO_RS00025	389
HVO_RS00030	1085
HVO_RS00035	6221
HVO_RS00040	112
HVO_RS00045	4286
HVO_RS00050	2516
HVO_RS00055	1598
HVO_RS00060	380
HVO_RS00065	8142
HVO_RS00070	2472
HVO_RS00075	2250
HVO_RS00080	3448
HVO_RS00085	567
HVO_RS00090	7029
HVO_RS00095	2394
HVO_RS00100	278
HVO_RS00105	220
HVO_RS00110	972
HVO_RS00115	431
HVO_RS00120	1219
HVO_RS00125	183
HVO_RS00130	114
HVO_RS00135	2602
HVO_RS00140	272
HVO_RS00145	713
HVO_RS00150	167
HVO_RS00155	50
HVO_RS00160	5
HVO_RS00165	4
HVO_RS00170	22
HVO_RS00175	19
HVO_RS00180	244
HVO_RS00185	1290
HVO_RS00190	3628
HVO_RS00195	5627
HVO_RS00200	3055
HVO_RS00205	1017
HVO_RS00210	4844
HVO_RS00215	4964
HVO_RS00220	10126
HVO_RS00225	75582
HVO_RS00230	20033
HVO_RS00235	10442
HVO_RS00240	109833
HVO_RS00245	32405
HVO_RS00250	37613
HVO_RS00255	7750
HVO_RS00260	30289
HVO_RS00265	12550
HVO_RS00270	1630
HVO_RS00275	42230
HVO_RS00280	31946
HVO_RS00285	50964
HVO_RS00290	36575
HVO_RS00295	25832
HVO_RS00300	36435
HVO_RS00305	19708
HVO_RS00310	55690
HVO_RS00315	40210
HVO_RS00320	25208
HVO_RS00325	915
HVO_RS00330	1198
HVO_RS00335	2321
HVO_RS00340	7833
HVO_RS00345	4924
HVO_RS00350	1789
HVO_RS00355	2621
HVO_RS00360	1049
HVO_RS00365	1304
HVO_RS00370	1588
HVO_RS00375	1731
HVO_RS00380	986
HVO_RS00385	890
HVO_RS00390	809
HVO_RS00395	5327
HVO_RS00400	1976
HVO_RS00405	3674
HVO_RS00410	1208
HVO_RS00415	887
HVO_RS00420	1200
HVO_RS00425	334
HVO_RS00430	324
HVO_RS00435	503
HVO_RS00440	59
HVO_RS00445	184
HVO_RS00450	1039
HVO_RS00455	168
HVO_RS00460	3442
HVO_RS00465	1366
HVO_RS00470	155
HVO_RS00475	23
HVO_RS00480	175
HVO_RS00485	1595
HVO_RS00490	2854
HVO_RS00495	384
HVO_RS00500	85
HVO_RS00505	724
HVO_RS00510	93
HVO_RS00515	216
HVO_RS00520	27
HVO_RS00525	28
HVO_RS00530	390
HVO_RS00535	510
HVO_RS00540	6884
HVO_RS00545	2586
HVO_RS00550	4062
HVO_RS00555	1327
HVO_RS00560	862
HVO_RS00565	7786
HVO_RS00570	56841
HVO_RS00575	211
HVO_RS00580	39
HVO_RS00585	3
HVO_RS00590	23
HVO_RS00595	17
HVO_RS00600	8
HVO_RS00605	6
HVO_RS00610	70
HVO_RS00615	416
HVO_RS00620	195
HVO_RS00630	19881
HVO_RS00635	3443
HVO_RS00640	8858
HVO_RS00645	7094
HVO_RS00650	6553
HVO_RS00655	5956
HVO_RS00660	947
HVO_RS00665	3231
HVO_RS00670	6630
HVO_RS00675	6799
HVO_RS00680	3369
HVO_RS00685	5306
HVO_RS00690	5157
HVO_RS00695	13809
HVO_RS00700	47964
HVO_RS00705	3660
HVO_RS00710	1448
HVO_RS00715	1098
HVO_RS00720	13237
HVO_RS00725	4426
HVO_RS00730	19797
HVO_RS00735	686
HVO_RS00740	149
HVO_RS00745	9034
HVO_RS00750	2002
HVO_RS00755	7159
HVO_RS00760	23285
HVO_RS00765	1097
HVO_RS00770	1461
HVO_RS00775	288
HVO_RS00780	3188
HVO_RS00785	270
HVO_RS00790	71
HVO_RS00795	173
HVO_RS00800	2
HVO_RS00805	963
HVO_RS00810	396
HVO_RS00815	113
HVO_RS00820	204
HVO_RS00825	341
HVO_RS00830	103
HVO_RS00835	373
HVO_RS00840	1484
HVO_RS00845	282
HVO_RS00850	1104
HVO_RS00855	1903
HVO_RS00860	92
HVO_RS00865	5
HVO_RS00870	17
HVO_RS00875	29
HVO_RS00880	10
HVO_RS00885	16
HVO_RS00890	342
HVO_RS00895	20165
HVO_RS00900	2547
HVO_RS00905	24401
HVO_RS00910	5637
HVO_RS00915	6733
HVO_RS00920	628
HVO_RS00925	364
HVO_RS00930	453
HVO_RS00935	342
HVO_RS00940	3280
HVO_RS00945	924
HVO_RS00950	3871
HVO_RS00955	24677
HVO_RS00965	6887
HVO_RS00970	44902
HVO_RS00975	106427
HVO_RS00980	1382
HVO_RS00985	3848
HVO_RS00990	703
HVO_RS00995	1268
HVO_RS01000	253
HVO_RS01005	384
HVO_RS01010	306
HVO_RS01015	35
HVO_RS01025	54
HVO_RS01030	18
HVO_RS01035	69
HVO_RS01040	267
HVO_RS01045	34
HVO_RS01050	488
HVO_RS01055	184
HVO_RS01060	66
HVO_RS01065	557
HVO_RS01070	1296
HVO_RS01075	119
HVO_RS01080	49
HVO_RS01085	24
HVO_RS01090	83
HVO_RS01095	67
HVO_RS01100	3276
HVO_RS01105	560
HVO_RS01110	497
HVO_RS01115	664
HVO_RS01120	499
HVO_RS01125	59
HVO_RS01130	47
HVO_RS01135	14
HVO_RS01140	70
HVO_RS01145	2214
HVO_RS01150	41
HVO_RS01155	192
HVO_RS01160	1828
HVO_RS01165	686
HVO_RS01170	426
HVO_RS01175	718
HVO_RS01180	377
HVO_RS01185	21393
HVO_RS01190	12941
HVO_RS01195	125
HVO_RS01200	2237
HVO_RS01205	242
HVO_RS01210	444
HVO_RS01215	2863
HVO_RS01220	38
HVO_RS01230	2202
HVO_RS01235	3793
HVO_RS01240	651
HVO_RS01245	6197
HVO_RS01250	1277
HVO_RS01255	173
HVO_RS01260	1752
HVO_RS01265	26
HVO_RS01270	1489
HVO_RS01275	72
HVO_RS01280	94
HVO_RS01285	268
HVO_RS01290	449
HVO_RS01295	66481
HVO_RS01300	648
HVO_RS01305	927
HVO_RS01310	1154
HVO_RS01315	2264
HVO_RS01330	25995
HVO_RS01335	646
HVO_RS01340	443
HVO_RS01345	986
HVO_RS01350	3471
HVO_RS01355	6237
HVO_RS01360	30
HVO_RS01365	819
HVO_RS01370	3145
HVO_RS01375	719
HVO_RS01380	1829
HVO_RS01385	1737
HVO_RS01390	7292
HVO_RS01395	2918
HVO_RS01400	1886
HVO_RS01405	15967
HVO_RS01410	580
HVO_RS01415	957
HVO_RS01420	155
HVO_RS01425	207
HVO_RS01430	2861
HVO_RS01435	1458
HVO_RS01440	1930
HVO_RS01445	85
HVO_RS01450	208
HVO_RS01455	195
HVO_RS01460	91
HVO_RS01465	17
HVO_RS01470	68
HVO_RS01475	524
HVO_RS01480	150
HVO_RS01485	259
HVO_RS01490	43
HVO_RS01495	680
HVO_RS01500	214
HVO_RS01505	12
HVO_RS01510	12
HVO_RS01515	89
HVO_RS01520	194
HVO_RS01525	725
HVO_RS01530	212
HVO_RS01535	107
HVO_RS01540	1475
HVO_RS01545	320
HVO_RS01550	1462
HVO_RS01555	1864
HVO_RS01560	81
HVO_RS01565	126
HVO_RS01570	269
HVO_RS01575	268
HVO_RS01580	32
HVO_RS01585	11
HVO_RS01590	40
HVO_RS01595	18
HVO_RS01600	411
HVO_RS01605	696
HVO_RS01610	7
HVO_RS01625	3
HVO_RS01630	8
HVO_RS01635	186
HVO_RS01640	32
HVO_RS01645	46
HVO_RS01650	24
HVO_RS01655	63
HVO_RS01660	380
HVO_RS01665	712
HVO_RS01670	107
HVO_RS01675	185
HVO_RS01680	203
HVO_RS01685	74
HVO_RS01690	12
HVO_RS01695	6447
HVO_RS01700	2438
HVO_RS01705	4285
HVO_RS01710	28770
HVO_RS01715	7517
HVO_RS01720	1995
HVO_RS01725	11892
HVO_RS01730	16515
HVO_RS01735	43617
HVO_RS01740	515
HVO_RS01745	14373
HVO_RS01750	972
HVO_RS01755	2581
HVO_RS01760	1524
HVO_RS01765	382
HVO_RS01770	125
HVO_RS01775	2097
HVO_RS01780	769
HVO_RS01785	1101
HVO_RS01790	911
HVO_RS01795	6684
HVO_RS01800	18699
HVO_RS01805	13723
HVO_RS01810	21204
HVO_RS01815	306
HVO_RS01820	2044
HVO_RS01825	9717
HVO_RS01830	4420
HVO_RS01835	8842
HVO_RS01840	7644
HVO_RS01845	0
HVO_RS01850	0
HVO_RS01855	0
HVO_RS01860	0
HVO_RS01865	0
HVO_RS01870	3436
HVO_RS01875	3046
HVO_RS01880	1527
HVO_RS01885	3824
HVO_RS01890	14598
HVO_RS01895	405
HVO_RS01900	11056
HVO_RS01905	1856
HVO_RS01910	4866
HVO_RS01915	7856
HVO_RS01920	15982
HVO_RS01925	793
HVO_RS01930	33
HVO_RS01935	15
HVO_RS01940	808
HVO_RS01945	638
HVO_RS01955	4933
HVO_RS01960	8513
HVO_RS01965	836
HVO_RS01970	433
