"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"HVO_RS00045.1111",4149.87459758457,8.43709345314337e-08,0.118524979328068,0,1,1
"HVO_RS00045.1112",4149.87459758457,8.43709345314337e-08,0.118524979328068,0,1,1
"HVO_RS00045.1113",4149.87459758457,8.43709345314337e-08,0.118524979328068,0,1,1
"HVO_RS00045.1114",4149.87459758457,8.43709345314337e-08,0.118524979328068,0,1,1
"HVO_RS00045.1115",4149.87459758457,8.43709345314337e-08,0.118524979328068,0,1,1
"HVO_RS00040.7",101.663204781804,0.317283659094812,0.1511608343511,0,1,1
"HVO_RS00045.1116",4149.87459758457,8.43709345314337e-08,0.118524979328068,0,1,1
"HVO_RS00045.1117",4149.87459758457,8.43709345314337e-08,0.118524979328068,0,1,1
"HVO_RS00045.1118",4149.87459758457,8.43709345314337e-08,0.118524979328068,0,1,1
"HVO_RS00045.1119",4149.87459758457,8.43709345314337e-08,0.118524979328068,0,1,1
"HVO_RS00045.1120",4149.87459758457,8.43709345314337e-08,0.118524979328068,0,1,1
"HVO_RS00025.1",375.079816780408,-0.0409583144819689,0.154146798376887,0,1,1
"HVO_RS00045.1121",4149.87459758457,8.43709345314337e-08,0.118524979328068,0,1,1
"HVO_RS00030.5",1111.96579454618,-0.0140935040352846,0.0911284289815776,0,1,1
"HVO_RS00045.1122",4149.87459758457,8.43709345314337e-08,0.118524979328068,0,1,1
"HVO_RS00045.1123",4149.87459758457,8.43709345314337e-08,0.118524979328068,0,1,1
"HVO_RS00045.1124",4149.87459758457,8.43709345314337e-08,0.118524979328068,0,1,1
"HVO_RS00045.1125",4149.87459758457,8.43709345314337e-08,0.118524979328068,0,1,1
"HVO_RS00045.1126",4149.87459758457,8.43709345314337e-08,0.118524979328068,0,1,1
"HVO_RS00045.1127",4149.87459758457,8.43709345314337e-08,0.118524979328068,0,1,1
"HVO_RS00045.1128",4149.87459758457,8.43709345314337e-08,0.118524979328068,0,1,1
"HVO_RS00045.1129",4149.87459758457,8.43709345314337e-08,0.118524979328068,0,1,1
"HVO_RS00045.1130",4149.87459758457,8.43709345314337e-08,0.118524979328068,0,1,1
"HVO_RS00045.1131",4149.87459758457,8.43709345314337e-08,0.118524979328068,0,1,1
"HVO_RS00045.1132",4149.87459758457,8.43709345314337e-08,0.118524979328068,0,1,1
"HVO_RS00045.1133",4149.87459758457,8.43709345314337e-08,0.118524979328068,0,1,1
"HVO_RS00045.1134",4149.87459758457,8.43709345314337e-08,0.118524979328068,0,1,1
"HVO_RS00045.1135",4149.87459758457,8.43709345314337e-08,0.118524979328068,0,1,1
"HVO_RS00045.1136",4149.87459758457,8.43709345314337e-08,0.118524979328068,0,1,1
"HVO_RS00045.1137",4149.87459758457,8.43709345314337e-08,0.118524979328068,0,1,1
"HVO_RS00045.1138",4149.87459758457,8.43709345314337e-08,0.118524979328068,0,1,1
"HVO_RS00045.1139",4149.87459758457,8.43709345314337e-08,0.118524979328068,0,1,1
"HVO_RS00045.1140",4149.87459758457,8.43709345314337e-08,0.118524979328068,0,1,1
"HVO_RS00045.1141",4149.87459758457,8.43709345314337e-08,0.118524979328068,0,1,1
"HVO_RS00045.1142",4149.87459758457,8.43709345314337e-08,0.118524979328068,0,1,1
"HVO_RS00045.1143",4149.87459758457,8.43709345314337e-08,0.118524979328068,0,1,1
"HVO_RS00045.1144",4149.87459758457,8.43709345314337e-08,0.118524979328068,0,1,1
"HVO_RS00045.1145",4149.87459758457,8.43709345314337e-08,0.118524979328068,0,1,1
"HVO_RS00045.1146",4149.87459758457,8.43709345314337e-08,0.118524979328068,0,1,1
"HVO_RS00045.1147",4149.87459758457,8.43709345314337e-08,0.118524979328068,0,1,1
"HVO_RS00045.1148",4149.87459758457,8.43709345314337e-08,0.118524979328068,0,1,1
"HVO_RS00045.1149",4149.87459758457,8.43709345314337e-08,0.118524979328068,0,1,1
"HVO_RS00045.1150",4149.87459758457,8.43709345314337e-08,0.118524979328068,0,1,1
"HVO_RS00045.1151",4149.87459758457,8.43709345314337e-08,0.118524979328068,0,1,1
"HVO_RS00045.1152",4149.87459758457,8.43709345314337e-08,0.118524979328068,0,1,1
"HVO_RS00045.1153",4149.87459758457,8.43709345314337e-08,0.118524979328068,0,1,1
"HVO_RS00045.1154",4149.87459758457,8.43709345314337e-08,0.118524979328068,0,1,1
"HVO_RS00045.1155",4149.87459758457,8.43709345314337e-08,0.118524979328068,0,1,1
"HVO_RS00045.1156",4149.87459758457,8.43709345314337e-08,0.118524979328068,0,1,1
"HVO_RS00045.1157",4149.87459758457,8.43709345314337e-08,0.118524979328068,0,1,1
"HVO_RS00045.1158",4149.87459758457,8.43709345314337e-08,0.118524979328068,0,1,1
"HVO_RS00045.1159",4149.87459758457,8.43709345314337e-08,0.118524979328068,0,1,1
"HVO_RS00045.1160",4149.87459758457,8.43709345314337e-08,0.118524979328068,0,1,1
"HVO_RS00045.1161",4149.87459758457,8.43709345314337e-08,0.118524979328068,0,1,1
"HVO_RS00045.1162",4149.87459758457,8.43709345314337e-08,0.118524979328068,0,1,1
"HVO_RS00045.1163",4149.87459758457,8.43709345314337e-08,0.118524979328068,0,1,1
"HVO_RS00045.1164",4149.87459758457,8.43709345314337e-08,0.118524979328068,0,1,1
"HVO_RS00045.1165",4149.87459758457,8.43709345314337e-08,0.118524979328068,0,1,1
"HVO_RS00045.1166",4149.87459758457,8.43709345314337e-08,0.118524979328068,0,1,1
"HVO_RS00045.1167",4149.87459758457,8.43709345314337e-08,0.118524979328068,0,1,1
"HVO_RS00045.1168",4149.87459758457,8.43709345314337e-08,0.118524979328068,0,1,1
"HVO_RS00045.1169",4149.87459758457,8.43709345314337e-08,0.118524979328068,0,1,1
"HVO_RS00045.1170",4149.87459758457,8.43709345314337e-08,0.118524979328068,0,1,1
"HVO_RS00045.1171",4149.87459758457,8.43709345314337e-08,0.118524979328068,0,1,1
"HVO_RS00005.2",4152.66241816563,-0.000285878133010261,0.178131503418864,0,1,1
"HVO_RS00045.1172",4149.87459758457,8.43709345314337e-08,0.118524979328068,0,1,1
"HVO_RS00045.1173",4149.87459758457,8.43709345314337e-08,0.118524979328068,0,1,1
"HVO_RS00045.1174",4149.87459758457,8.43709345314337e-08,0.118524979328068,0,1,1
"HVO_RS00045.1175",4149.87459758457,8.43709345314337e-08,0.118524979328068,0,1,1
"HVO_RS00045.1176",4149.87459758457,8.43709345314337e-08,0.118524979328068,0,1,1
"HVO_RS00045.1177",4149.87459758457,8.43709345314337e-08,0.118524979328068,0,1,1
"HVO_RS00045.1178",4149.87459758457,8.43709345314337e-08,0.118524979328068,0,1,1
"HVO_RS00045.1179",4149.87459758457,8.43709345314337e-08,0.118524979328068,0,1,1
"HVO_RS00045.1180",4149.87459758457,8.43709345314337e-08,0.118524979328068,0,1,1
"HVO_RS00045.1181",4149.87459758457,8.43709345314337e-08,0.118524979328068,0,1,1
"HVO_RS00045.1182",4149.87459758457,8.43709345314337e-08,0.118524979328068,0,1,1
"HVO_RS00045.1183",4149.87459758457,8.43709345314337e-08,0.118524979328068,0,1,1
"HVO_RS00045.1184",4149.87459758457,8.43709345314337e-08,0.118524979328068,0,1,1
"HVO_RS00045.1185",4149.87459758457,8.43709345314337e-08,0.118524979328068,0,1,1
"HVO_RS00045.1186",4149.87459758457,8.43709345314337e-08,0.118524979328068,0,1,1
"HVO_RS00045.1187",4149.87459758457,8.43709345314337e-08,0.118524979328068,0,1,1
"HVO_RS00045.1188",4149.87459758457,8.43709345314337e-08,0.118524979328068,0,1,1
"HVO_RS00045.1189",4149.87459758457,8.43709345314337e-08,0.118524979328068,0,1,1
"HVO_RS00045.1190",4149.87459758457,8.43709345314337e-08,0.118524979328068,0,1,1
"HVO_RS00045.1191",4149.87459758457,8.43709345314337e-08,0.118524979328068,0,1,1
"HVO_RS00045.1192",4149.87459758457,8.43709345314337e-08,0.118524979328068,0,1,1
"HVO_RS00045.1193",4149.87459758457,8.43709345314337e-08,0.118524979328068,0,1,1
"HVO_RS00045.1194",4149.87459758457,8.43709345314337e-08,0.118524979328068,0,1,1
"HVO_RS00045.1195",4149.87459758457,8.43709345314337e-08,0.118524979328068,0,1,1
"HVO_RS00045.1196",4149.87459758457,8.43709345314337e-08,0.118524979328068,0,1,1
"HVO_RS00045.1197",4149.87459758457,8.43709345314337e-08,0.118524979328068,0,1,1
"HVO_RS00045.1198",4149.87459758457,8.43709345314337e-08,0.118524979328068,0,1,1
"HVO_RS00045.1199",4149.87459758457,8.43709345314337e-08,0.118524979328068,0,1,1
"HVO_RS00045.1200",4149.87459758457,8.43709345314337e-08,0.118524979328068,0,1,1
"HVO_RS00045.1201",4149.87459758457,8.43709345314337e-08,0.118524979328068,0,1,1
"HVO_RS00045.1202",4149.87459758457,8.43709345314337e-08,0.118524979328068,0,1,1
"HVO_RS00045.1203",4149.87459758457,8.43709345314337e-08,0.118524979328068,0,1,1
"HVO_RS00045.1204",4149.87459758457,8.43709345314337e-08,0.118524979328068,0,1,1
"HVO_RS00045.1205",4149.87459758457,8.43709345314337e-08,0.118524979328068,0,1,1
"HVO_RS00030.6",1111.96579454618,-0.0140935040352846,0.0911284289815776,0,1,1
"HVO_RS00045.1206",4149.87459758457,8.43709345314337e-08,0.118524979328068,0,1,1
"HVO_RS00045.1207",4149.87459758457,8.43709345314337e-08,0.118524979328068,0,1,1
"HVO_RS00025.2",375.079816780408,-0.0409583144819689,0.154146798376887,0,1,1
"HVO_RS00045.1208",4149.87459758457,8.43709345314337e-08,0.118524979328068,0,1,1
"HVO_RS00045.1209",4149.87459758457,8.43709345314337e-08,0.118524979328068,0,1,1
"HVO_RS00045.1210",4149.87459758457,8.43709345314337e-08,0.118524979328068,0,1,1
"HVO_RS00045.1211",4149.87459758457,8.43709345314337e-08,0.118524979328068,0,1,1
"HVO_RS00045.1212",4149.87459758457,8.43709345314337e-08,0.118524979328068,0,1,1
"HVO_RS00045.1213",4149.87459758457,8.43709345314337e-08,0.118524979328068,0,1,1
"HVO_RS00045.1214",4149.87459758457,8.43709345314337e-08,0.118524979328068,0,1,1
"HVO_RS00045.1215",4149.87459758457,8.43709345314337e-08,0.118524979328068,0,1,1
"HVO_RS00045.1216",4149.87459758457,8.43709345314337e-08,0.118524979328068,0,1,1
"HVO_RS00025.3",375.079816780408,-0.0409583144819689,0.154146798376887,0,1,1
"HVO_RS00045.1217",4149.87459758457,8.43709345314337e-08,0.118524979328068,0,1,1
"HVO_RS00045.1218",4149.87459758457,8.43709345314337e-08,0.118524979328068,0,1,1
"HVO_RS00045.1219",4149.87459758457,8.43709345314337e-08,0.118524979328068,0,1,1
"HVO_RS00045.1220",4149.87459758457,8.43709345314337e-08,0.118524979328068,0,1,1
"HVO_RS00045.1221",4149.87459758457,8.43709345314337e-08,0.118524979328068,0,1,1
"HVO_RS00045.1222",4149.87459758457,8.43709345314337e-08,0.118524979328068,0,1,1
"HVO_RS00045.1223",4149.87459758457,8.43709345314337e-08,0.118524979328068,0,1,1
"HVO_RS00045.1224",4149.87459758457,8.43709345314337e-08,0.118524979328068,0,1,1
"HVO_RS00045.1225",4149.87459758457,8.43709345314337e-08,0.118524979328068,0,1,1
"HVO_RS00045.1226",4149.87459758457,8.43709345314337e-08,0.118524979328068,0,1,1
"HVO_RS00045.1227",4149.87459758457,8.43709345314337e-08,0.118524979328068,0,1,1
"HVO_RS00045.1228",4149.87459758457,8.43709345314337e-08,0.118524979328068,0,1,1
"HVO_RS00045.1229",4149.87459758457,8.43709345314337e-08,0.118524979328068,0,1,1
"HVO_RS00045.1230",4149.87459758457,8.43709345314337e-08,0.118524979328068,0,1,1
"HVO_RS00045.1231",4149.87459758457,8.43709345314337e-08,0.118524979328068,0,1,1
"HVO_RS00045.1232",4149.87459758457,8.43709345314337e-08,0.118524979328068,0,1,1
"HVO_RS00045.1233",4149.87459758457,8.43709345314337e-08,0.118524979328068,0,1,1
"HVO_RS00045.1234",4149.87459758457,8.43709345314337e-08,0.118524979328068,0,1,1
"HVO_RS00045.1235",4149.87459758457,8.43709345314337e-08,0.118524979328068,0,1,1
"HVO_RS00045.1236",4149.87459758457,8.43709345314337e-08,0.118524979328068,0,1,1
"HVO_RS00045.1237",4149.87459758457,8.43709345314337e-08,0.118524979328068,0,1,1
"HVO_RS00045.1238",4149.87459758457,8.43709345314337e-08,0.118524979328068,0,1,1
"HVO_RS00045.1239",4149.87459758457,8.43709345314337e-08,0.118524979328068,0,1,1
"HVO_RS00045.1240",4149.87459758457,8.43709345314337e-08,0.118524979328068,0,1,1
"HVO_RS00045.1241",4149.87459758457,8.43709345314337e-08,0.118524979328068,0,1,1
"HVO_RS00045.1242",4149.87459758457,8.43709345314337e-08,0.118524979328068,0,1,1
"HVO_RS00045.1243",4149.87459758457,8.43709345314337e-08,0.118524979328068,0,1,1
"HVO_RS00045.1244",4149.87459758457,8.43709345314337e-08,0.118524979328068,0,1,1
"HVO_RS00045.1245",4149.87459758457,8.43709345314337e-08,0.118524979328068,0,1,1
"HVO_RS00045.1246",4149.87459758457,8.43709345314337e-08,0.118524979328068,0,1,1
"HVO_RS00045.1247",4149.87459758457,8.43709345314337e-08,0.118524979328068,0,1,1
"HVO_RS00045.1248",4149.87459758457,8.43709345314337e-08,0.118524979328068,0,1,1
"HVO_RS00045.1249",4149.87459758457,8.43709345314337e-08,0.118524979328068,0,1,1
"HVO_RS00045.1250",4149.87459758457,8.43709345314337e-08,0.118524979328068,0,1,1
"HVO_RS00045.1251",4149.87459758457,8.43709345314337e-08,0.118524979328068,0,1,1
"HVO_RS00045.1252",4149.87459758457,8.43709345314337e-08,0.118524979328068,0,1,1
"HVO_RS00045.1253",4149.87459758457,8.43709345314337e-08,0.118524979328068,0,1,1
"HVO_RS00045.1254",4149.87459758457,8.43709345314337e-08,0.118524979328068,0,1,1
"HVO_RS00045.1255",4149.87459758457,8.43709345314337e-08,0.118524979328068,0,1,1
"HVO_RS00045.1256",4149.87459758457,8.43709345314337e-08,0.118524979328068,0,1,1
"HVO_RS00045.1257",4149.87459758457,8.43709345314337e-08,0.118524979328068,0,1,1
"HVO_RS00045.1258",4149.87459758457,8.43709345314337e-08,0.118524979328068,0,1,1
"HVO_RS00045.1259",4149.87459758457,8.43709345314337e-08,0.118524979328068,0,1,1
"HVO_RS00045.1260",4149.87459758457,8.43709345314337e-08,0.118524979328068,0,1,1
"HVO_RS00045.1261",4149.87459758457,8.43709345314337e-08,0.118524979328068,0,1,1
"HVO_RS00045.1262",4149.87459758457,8.43709345314337e-08,0.118524979328068,0,1,1
"HVO_RS00045.1263",4149.87459758457,8.43709345314337e-08,0.118524979328068,0,1,1
"HVO_RS00045.1264",4149.87459758457,8.43709345314337e-08,0.118524979328068,0,1,1
"HVO_RS00045.1265",4149.87459758457,8.43709345314337e-08,0.118524979328068,0,1,1
"HVO_RS00045.1266",4149.87459758457,8.43709345314337e-08,0.118524979328068,0,1,1
"HVO_RS00045.1267",4149.87459758457,8.43709345314337e-08,0.118524979328068,0,1,1
"HVO_RS00045.1268",4149.87459758457,8.43709345314337e-08,0.118524979328068,0,1,1
"HVO_RS00045.1269",4149.87459758457,8.43709345314337e-08,0.118524979328068,0,1,1
"HVO_RS00045.1270",4149.87459758457,8.43709345314337e-08,0.118524979328068,0,1,1
"HVO_RS00045.1271",4149.87459758457,8.43709345314337e-08,0.118524979328068,0,1,1
"HVO_RS00045.1272",4149.87459758457,8.43709345314337e-08,0.118524979328068,0,1,1
"HVO_RS00045.1273",4149.87459758457,8.43709345314337e-08,0.118524979328068,0,1,1
"HVO_RS00045.1274",4149.87459758457,8.43709345314337e-08,0.118524979328068,0,1,1
"HVO_RS00045.1275",4149.87459758457,8.43709345314337e-08,0.118524979328068,0,1,1
"HVO_RS00045.1276",4149.87459758457,8.43709345314337e-08,0.118524979328068,0,1,1
"HVO_RS00045.1277",4149.87459758457,8.43709345314337e-08,0.118524979328068,0,1,1
"HVO_RS00045.1278",4149.87459758457,8.43709345314337e-08,0.118524979328068,0,1,1
"HVO_RS00045.1279",4149.87459758457,8.43709345314337e-08,0.118524979328068,0,1,1
"HVO_RS00045.1280",4149.87459758457,8.43709345314337e-08,0.118524979328068,0,1,1
"HVO_RS00045.1281",4149.87459758457,8.43709345314337e-08,0.118524979328068,0,1,1
"HVO_RS00045.1282",4149.87459758457,8.43709345314337e-08,0.118524979328068,0,1,1
"HVO_RS00045.1283",4149.87459758457,8.43709345314337e-08,0.118524979328068,0,1,1
"HVO_RS00045.1284",4149.87459758457,8.43709345314337e-08,0.118524979328068,0,1,1
"HVO_RS00045.1285",4149.87459758457,8.43709345314337e-08,0.118524979328068,0,1,1
"HVO_RS00045.1286",4149.87459758457,8.43709345314337e-08,0.118524979328068,0,1,1
"HVO_RS00045.1287",4149.87459758457,8.43709345314337e-08,0.118524979328068,0,1,1
"HVO_RS00045.1288",4149.87459758457,8.43709345314337e-08,0.118524979328068,0,1,1
"HVO_RS00045.1289",4149.87459758457,8.43709345314337e-08,0.118524979328068,0,1,1
"HVO_RS00045.1290",4149.87459758457,8.43709345314337e-08,0.118524979328068,0,1,1
"HVO_RS00045.1291",4149.87459758457,8.43709345314337e-08,0.118524979328068,0,1,1
"HVO_RS00045.1292",4149.87459758457,8.43709345314337e-08,0.118524979328068,0,1,1
"HVO_RS00045.1293",4149.87459758457,8.43709345314337e-08,0.118524979328068,0,1,1
"HVO_RS00045.1294",4149.87459758457,8.43709345314337e-08,0.118524979328068,0,1,1
"HVO_RS00045.1295",4149.87459758457,8.43709345314337e-08,0.118524979328068,0,1,1
"HVO_RS00045.1296",4149.87459758457,8.43709345314337e-08,0.118524979328068,0,1,1
"HVO_RS00045.1297",4149.87459758457,8.43709345314337e-08,0.118524979328068,0,1,1
"HVO_RS00045.1298",4149.87459758457,8.43709345314337e-08,0.118524979328068,0,1,1
"HVO_RS00045.1299",4149.87459758457,8.43709345314337e-08,0.118524979328068,0,1,1
"HVO_RS00045.1300",4149.87459758457,8.43709345314337e-08,0.118524979328068,0,1,1
"HVO_RS00045.1301",4149.87459758457,8.43709345314337e-08,0.118524979328068,0,1,1
"HVO_RS00045.1302",4149.87459758457,8.43709345314337e-08,0.118524979328068,0,1,1
"HVO_RS00045.1303",4149.87459758457,8.43709345314337e-08,0.118524979328068,0,1,1
"HVO_RS00045.1304",4149.87459758457,8.43709345314337e-08,0.118524979328068,0,1,1
"HVO_RS00045.1305",4149.87459758457,8.43709345314337e-08,0.118524979328068,0,1,1
"HVO_RS00045.1306",4149.87459758457,8.43709345314337e-08,0.118524979328068,0,1,1
"HVO_RS00045.1307",4149.87459758457,8.43709345314337e-08,0.118524979328068,0,1,1
"HVO_RS00045.1308",4149.87459758457,8.43709345314337e-08,0.118524979328068,0,1,1
"HVO_RS00045.1309",4149.87459758457,8.43709345314337e-08,0.118524979328068,0,1,1
"HVO_RS00045.1310",4149.87459758457,8.43709345314337e-08,0.118524979328068,0,1,1
"HVO_RS00045.1311",4149.87459758457,8.43709345314337e-08,0.118524979328068,0,1,1
"HVO_RS00045.1312",4149.87459758457,8.43709345314337e-08,0.118524979328068,0,1,1
"HVO_RS00045.1313",4149.87459758457,8.43709345314337e-08,0.118524979328068,0,1,1
"HVO_RS00045.1314",4149.87459758457,8.43709345314337e-08,0.118524979328068,0,1,1
"HVO_RS00045.1315",4149.87459758457,8.43709345314337e-08,0.118524979328068,0,1,1
"HVO_RS00045.1316",4149.87459758457,8.43709345314337e-08,0.118524979328068,0,1,1
"HVO_RS00045.1317",4149.87459758457,8.43709345314337e-08,0.118524979328068,0,1,1
"HVO_RS00045.1318",4149.87459758457,8.43709345314337e-08,0.118524979328068,0,1,1
"HVO_RS00045.1319",4149.87459758457,8.43709345314337e-08,0.118524979328068,0,1,1
"HVO_RS00045.1320",4149.87459758457,8.43709345314337e-08,0.118524979328068,0,1,1
"HVO_RS00045.1321",4149.87459758457,8.43709345314337e-08,0.118524979328068,0,1,1
"HVO_RS00045.1322",4149.87459758457,8.43709345314337e-08,0.118524979328068,0,1,1
"HVO_RS00045.1323",4149.87459758457,8.43709345314337e-08,0.118524979328068,0,1,1
"HVO_RS00045.1324",4149.87459758457,8.43709345314337e-08,0.118524979328068,0,1,1
"HVO_RS00045.1325",4149.87459758457,8.43709345314337e-08,0.118524979328068,0,1,1
"HVO_RS00045.1326",4149.87459758457,8.43709345314337e-08,0.118524979328068,0,1,1
"HVO_RS00045.1327",4149.87459758457,8.43709345314337e-08,0.118524979328068,0,1,1
"HVO_RS00045.1328",4149.87459758457,8.43709345314337e-08,0.118524979328068,0,1,1
"HVO_RS00045.1329",4149.87459758457,8.43709345314337e-08,0.118524979328068,0,1,1
"HVO_RS00045.1330",4149.87459758457,8.43709345314337e-08,0.118524979328068,0,1,1
"HVO_RS00045.1331",4149.87459758457,8.43709345314337e-08,0.118524979328068,0,1,1
"HVO_RS00045.1332",4149.87459758457,8.43709345314337e-08,0.118524979328068,0,1,1
"HVO_RS00045.1333",4149.87459758457,8.43709345314337e-08,0.118524979328068,0,1,1
"HVO_RS00045.1334",4149.87459758457,8.43709345314337e-08,0.118524979328068,0,1,1
"HVO_RS00045.1335",4149.87459758457,8.43709345314337e-08,0.118524979328068,0,1,1
"HVO_RS00045.1336",4149.87459758457,8.43709345314337e-08,0.118524979328068,0,1,1
"HVO_RS00045.1337",4149.87459758457,8.43709345314337e-08,0.118524979328068,0,1,1
"HVO_RS00045.1338",4149.87459758457,8.43709345314337e-08,0.118524979328068,0,1,1
"HVO_RS00045.1339",4149.87459758457,8.43709345314337e-08,0.118524979328068,0,1,1
"HVO_RS00045.1340",4149.87459758457,8.43709345314337e-08,0.118524979328068,0,1,1
"HVO_RS00045.1341",4149.87459758457,8.43709345314337e-08,0.118524979328068,0,1,1
"HVO_RS00045.1342",4149.87459758457,8.43709345314337e-08,0.118524979328068,0,1,1
"HVO_RS00045.1343",4149.87459758457,8.43709345314337e-08,0.118524979328068,0,1,1
"HVO_RS00045.1344",4149.87459758457,8.43709345314337e-08,0.118524979328068,0,1,1
"HVO_RS00045.1345",4149.87459758457,8.43709345314337e-08,0.118524979328068,0,1,1
"HVO_RS00045.1346",4149.87459758457,8.43709345314337e-08,0.118524979328068,0,1,1
"HVO_RS00045.1347",4149.87459758457,8.43709345314337e-08,0.118524979328068,0,1,1
"HVO_RS00045.1348",4149.87459758457,8.43709345314337e-08,0.118524979328068,0,1,1
"HVO_RS00045.1349",4149.87459758457,8.43709345314337e-08,0.118524979328068,0,1,1
"HVO_RS00045.1350",4149.87459758457,8.43709345314337e-08,0.118524979328068,0,1,1
"HVO_RS00045.1351",4149.87459758457,8.43709345314337e-08,0.118524979328068,0,1,1
"HVO_RS00045.1352",4149.87459758457,8.43709345314337e-08,0.118524979328068,0,1,1
"HVO_RS00045.1353",4149.87459758457,8.43709345314337e-08,0.118524979328068,0,1,1
"HVO_RS00045.1354",4149.87459758457,8.43709345314337e-08,0.118524979328068,0,1,1
"HVO_RS00045.1355",4149.87459758457,8.43709345314337e-08,0.118524979328068,0,1,1
"HVO_RS00045.1356",4149.87459758457,8.43709345314337e-08,0.118524979328068,0,1,1
"HVO_RS00045.1357",4149.87459758457,8.43709345314337e-08,0.118524979328068,0,1,1
"HVO_RS00045.1358",4149.87459758457,8.43709345314337e-08,0.118524979328068,0,1,1
"HVO_RS00045.1359",4149.87459758457,8.43709345314337e-08,0.118524979328068,0,1,1
"HVO_RS00045.1360",4149.87459758457,8.43709345314337e-08,0.118524979328068,0,1,1
"HVO_RS00045.1361",4149.87459758457,8.43709345314337e-08,0.118524979328068,0,1,1
"HVO_RS00045.1362",4149.87459758457,8.43709345314337e-08,0.118524979328068,0,1,1
"HVO_RS00045.1363",4149.87459758457,8.43709345314337e-08,0.118524979328068,0,1,1
"HVO_RS00045.1364",4149.87459758457,8.43709345314337e-08,0.118524979328068,0,1,1
"HVO_RS00045.1365",4149.87459758457,8.43709345314337e-08,0.118524979328068,0,1,1
"HVO_RS00045.1366",4149.87459758457,8.43709345314337e-08,0.118524979328068,0,1,1
"HVO_RS00045.1367",4149.87459758457,8.43709345314337e-08,0.118524979328068,0,1,1
"HVO_RS00045.1368",4149.87459758457,8.43709345314337e-08,0.118524979328068,0,1,1
"HVO_RS00045.1369",4149.87459758457,8.43709345314337e-08,0.118524979328068,0,1,1
"HVO_RS00045.1370",4149.87459758457,8.43709345314337e-08,0.118524979328068,0,1,1
"HVO_RS00045.1371",4149.87459758457,8.43709345314337e-08,0.118524979328068,0,1,1
"HVO_RS00045.1372",4149.87459758457,8.43709345314337e-08,0.118524979328068,0,1,1
"HVO_RS00045.1373",4149.87459758457,8.43709345314337e-08,0.118524979328068,0,1,1
"HVO_RS00045.1374",4149.87459758457,8.43709345314337e-08,0.118524979328068,0,1,1
"HVO_RS00045.1375",4149.87459758457,8.43709345314337e-08,0.118524979328068,0,1,1
"HVO_RS00045.1376",4149.87459758457,8.43709345314337e-08,0.118524979328068,0,1,1
"HVO_RS00045.1377",4149.87459758457,8.43709345314337e-08,0.118524979328068,0,1,1
"HVO_RS00045.1378",4149.87459758457,8.43709345314337e-08,0.118524979328068,0,1,1
"HVO_RS00045.1379",4149.87459758457,8.43709345314337e-08,0.118524979328068,0,1,1
"HVO_RS00045.1380",4149.87459758457,8.43709345314337e-08,0.118524979328068,0,1,1
"HVO_RS00045.1381",4149.87459758457,8.43709345314337e-08,0.118524979328068,0,1,1
"HVO_RS00045.1382",4149.87459758457,8.43709345314337e-08,0.118524979328068,0,1,1
"HVO_RS00045.1383",4149.87459758457,8.43709345314337e-08,0.118524979328068,0,1,1
"HVO_RS00045.1384",4149.87459758457,8.43709345314337e-08,0.118524979328068,0,1,1
"HVO_RS00045.1385",4149.87459758457,8.43709345314337e-08,0.118524979328068,0,1,1
"HVO_RS00045.1386",4149.87459758457,8.43709345314337e-08,0.118524979328068,0,1,1
"HVO_RS00045.1387",4149.87459758457,8.43709345314337e-08,0.118524979328068,0,1,1
"HVO_RS00045.1388",4149.87459758457,8.43709345314337e-08,0.118524979328068,0,1,1
"HVO_RS00045.1389",4149.87459758457,8.43709345314337e-08,0.118524979328068,0,1,1
"HVO_RS00045.1390",4149.87459758457,8.43709345314337e-08,0.118524979328068,0,1,1
"HVO_RS00045.1391",4149.87459758457,8.43709345314337e-08,0.118524979328068,0,1,1
"HVO_RS00045.1392",4149.87459758457,8.43709345314337e-08,0.118524979328068,0,1,1
"HVO_RS00045.1393",4149.87459758457,8.43709345314337e-08,0.118524979328068,0,1,1
"HVO_RS00045.1394",4149.87459758457,8.43709345314337e-08,0.118524979328068,0,1,1
"HVO_RS00045.1395",4149.87459758457,8.43709345314337e-08,0.118524979328068,0,1,1
"HVO_RS00045.1396",4149.87459758457,8.43709345314337e-08,0.118524979328068,0,1,1
"HVO_RS00045.1397",4149.87459758457,8.43709345314337e-08,0.118524979328068,0,1,1
"HVO_RS00045.1398",4149.87459758457,8.43709345314337e-08,0.118524979328068,0,1,1
"HVO_RS00045.1399",4149.87459758457,8.43709345314337e-08,0.118524979328068,0,1,1
"HVO_RS00045.1400",4149.87459758457,8.43709345314337e-08,0.118524979328068,0,1,1
"HVO_RS00045.1401",4149.87459758457,8.43709345314337e-08,0.118524979328068,0,1,1
"HVO_RS00045.1402",4149.87459758457,8.43709345314337e-08,0.118524979328068,0,1,1
"HVO_RS00045.1403",4149.87459758457,8.43709345314337e-08,0.118524979328068,0,1,1
"HVO_RS00045.1404",4149.87459758457,8.43709345314337e-08,0.118524979328068,0,1,1
"HVO_RS00045.1405",4149.87459758457,8.43709345314337e-08,0.118524979328068,0,1,1
"HVO_RS00045.1406",4149.87459758457,8.43709345314337e-08,0.118524979328068,0,1,1
"HVO_RS00045.1407",4149.87459758457,8.43709345314337e-08,0.118524979328068,0,1,1
