HVO_RS00005	3114
HVO_RS00010	1695
HVO_RS00015	1016
HVO_RS00020	1125
HVO_RS00025	406
HVO_RS00030	1097
HVO_RS00035	6026
HVO_RS00040	85
HVO_RS00045	3749
HVO_RS00050	2288
HVO_RS00055	1656
HVO_RS00060	362
HVO_RS00065	10388
HVO_RS00070	2481
HVO_RS00075	2009
HVO_RS00080	2859
HVO_RS00085	529
HVO_RS00090	9445
HVO_RS00095	2553
HVO_RS00100	316
HVO_RS00105	199
HVO_RS00110	1097
HVO_RS00115	573
HVO_RS00120	1964
HVO_RS00125	247
HVO_RS00130	113
HVO_RS00135	2154
HVO_RS00140	213
HVO_RS00145	516
HVO_RS00150	247
HVO_RS00155	68
HVO_RS00160	6
HVO_RS00165	0
HVO_RS00170	25
HVO_RS00175	18
HVO_RS00180	304
HVO_RS00185	1725
HVO_RS00190	2634
HVO_RS00195	5402
HVO_RS00200	2886
HVO_RS00205	899
HVO_RS00210	4875
HVO_RS00215	4754
HVO_RS00220	10505
HVO_RS00225	46415
HVO_RS00230	18644
HVO_RS00235	11979
HVO_RS00240	110571
HVO_RS00245	24352
HVO_RS00250	33585
HVO_RS00255	7974
HVO_RS00260	28451
HVO_RS00265	10707
HVO_RS00270	1361
HVO_RS00275	39934
HVO_RS00280	30203
HVO_RS00285	52510
HVO_RS00290	34946
HVO_RS00295	23407
HVO_RS00300	27942
HVO_RS00305	9201
HVO_RS00310	33947
HVO_RS00315	22927
HVO_RS00320	17174
HVO_RS00325	769
HVO_RS00330	1479
HVO_RS00335	2484
HVO_RS00340	7661
HVO_RS00345	5753
HVO_RS00350	2879
HVO_RS00355	3621
HVO_RS00360	2009
HVO_RS00365	2822
HVO_RS00370	2540
HVO_RS00375	3234
HVO_RS00380	2741
HVO_RS00385	1540
HVO_RS00390	2130
HVO_RS00395	13278
HVO_RS00400	4589
HVO_RS00405	5033
HVO_RS00410	2403
HVO_RS00415	1552
HVO_RS00420	2415
HVO_RS00425	390
HVO_RS00430	470
HVO_RS00435	747
HVO_RS00440	63
HVO_RS00445	105
HVO_RS00450	1240
HVO_RS00455	234
HVO_RS00460	6396
HVO_RS00465	1662
HVO_RS00470	246
HVO_RS00475	39
HVO_RS00480	129
HVO_RS00485	2386
HVO_RS00490	3360
